Frases,Tipo texto
"El 'Diário Liberdade' (Diario Libertad) informó que cerca de cien policías equipados con ""balas de caucho, gas pimienta y varas"" forzó la expulsión:",Humano
"Desempeña un papel clave en el avance de la medicina y la biotecnología la ingeniería genética, transformando la vida.",IA
"Una forma de arte que inspira y emociona es la música, un lenguaje universal.",IA
La invención de la imprenta por Gutenberg en el siglo XV permitió la difusión masiva de libros y conocimiento.,IA
"Las estalactitas y estalagmitas en la cueva subterránea parecían esculturas naturales en un santuario de piedra, un mundo misterioso donde el tiempo se deslizaba en siglos silenciosos.",IA
"Pudo hacerlo porque su economía, aparte de su excesiva carga de deuda tras el colapso de una burbuja de activos, era básicamente sólida.",Humano
La Revolución Rusa en 1917 condujo al derrocamiento del zar y al establecimiento del régimen comunista.,IA
"El ingeniero, en su oficina, diseñó un plano arquitectónico detallado para un rascacielos. Cada línea y medida eran una representación visual de su visión.",IA
"En la fábrica de automóviles, los robots ensamblaban vehículos con precisión mecánica, una sinfonía de ingeniería y tecnología.",IA
"Lo dejaron ir bajo fianza, pero los procedimientos del caso están programados para continuar hasta el momento, pues no hay noticias de que se haya retirado la queja.",Humano
"En el taller del artista, el lienzo blanco esperaba con anticipación. Cada pincelada era un trazo en el mundo de la imaginación.",IA
La música rock ha tenido un impacto duradero en la cultura popular. Bandas icónicas como The Beatles y Led Zeppelin siguen siendo influyentes en la industria musical.,IA
La ética de la virtud se centra en el desarrollo de virtudes morales como la honestidad y la compasión. Esta rama de la ética se preocupa por la construcción del carácter y la moralidad personal.,IA
Bravo y gracias al presidente Jammeh y a aquellos que lo convencieron de hacer extensivo su gran gesto a muchos prisioneros que ha perdonado.,Humano
"Pero yo no sabía cómo seguiría con mis estudios en ese caso, así que entregué mi dinero para transporte para ayudar a pagar nuestra renta, y voy a la universidad a pie.",Humano
"El poeta, en su aislamiento, plasmaba versos con la tinta de sus sentimientos. Cada palabra, eco de su corazón, cada verso, ventana a su alma.",IA
"Las redes establecidas y basadas en la familia, las lealtades locales y las afiliaciones tribales serán factores decisivos en la votación.",Humano
"Sin embargo, después de unas horas ya era evidente que Rusia había actuado con decisión y seriedad, mientras que EEUU todavía está intentando solucionarlo por la vía diplomática.",Humano
"El poema era una oda a la naturaleza, con versos que celebraban la belleza de la tierra y el ciclo de la vida. Cada palabra resonaba con emoción y reverencia.",IA
"El profesor Wole Ogundele, director general del Centro de la Cultura y del Entendimiento Internacional en Osogbo, Estado de Osun (Nigeria) señaló que :",Humano
"Si bien Occidente no ejerce un monopolio sobre la producción de series de televisión, sin dudas domina el terreno -y, en consecuencia, la visión del mundo que reflejan esos programas-.",Humano
"La comunidad española parece estar motivada, y es que ¿a quién le hace gracia tener que pagar 5€ por una cerveza que no va a disfrutar?.",Humano
"En el café de la esquina, el aroma del café recién hecho se mezclaba con la risa y las conversaciones de los comensales. Cada taza era una paleta de sabores que pintaba momentos efímeros.",IA
Usamos el arte y el grafiti y organizamos proyecciones cinematográficas para compartir nuestra experiencia con otras adolescentes.,Humano
"En el laboratorio de física, los investigadores realizaban experimentos para desentrañar los misterios del universo, un viaje a las profundidades del cosmos.",IA
La imposición de sanciones económicas se ha aplicado con anterioridad en diversos países del continente africano que no han respetado el estado de derecho.,Humano
"Para su poder militar, EU no depende de nadie; para su influencia mundial, sin embargo, EU sigue dependiendo de la aceptación de otros países menores.",Humano
"Almigdad estaba de comisión para Voice of America, pero también cubría el conflicto para The Telegraph y la agencia noticiosa humanitaria y de análisis IRIN.",Humano
"#LaTomaDeVenezuela Las mujeres en #Tachira no usan faldas xq se le vería lo que muchos GNB no tienen ! pic.twitter.com/VpMV28SE0p — La Guerrera #GAR (@MayVenezolana) October 26, 2016",Humano
Inclusive ellos me dijeron que si algún día quería volver a Inglaterra era bienvenida porque no arme escándalo ni llore como algunos hacen.,Humano
"En la tienda de antigüedades, el coleccionista descubrió un espejo antiguo con un brillo mágico. Cada reflejo era una puerta a un mundo de ensueño.",IA
La recopilación de poesía reunía una selección de poemas de diversos autores. Cada poema exploraba emociones y experiencias únicas.,IA
"La buena noticia es que el nuevo presupuesto es mucho más realista, ya que recorta el gasto aproximadamente un 2% en términos nominales.",Humano
Desde que la democracia moderna puso la ciudadanía como raíz de la legitimidad política han existido tensiones entre libertad e igualdad.,Humano
Los sistemas políticos democráticos buscan el equilibrio entre la voluntad del pueblo y la protección de los derechos individuales. La participación ciudadana es fundamental en este proceso.,IA
"Ambos países juntos, sin embargo, deben dar los primeros pasos hacia la unión económica, lo que requiere que ambos gobiernos realmente quieran eso.",Humano
"En la cocina, el chef maestro creó un plato gourmet que era una obra maestra de sabores y texturas. Cada bocado era una aventura culinaria, un viaje al paraíso gastronómico.",IA
"En la era digital, la educación en línea se ha vuelto esencial, democratizando el acceso al conocimiento.",IA
La ética empresarial se centra en la conducta moral en el mundo de los negocios. La responsabilidad social corporativa es un enfoque que busca impactos positivos en la sociedad.,IA
"El café en el puerto estaba lleno de marinos y pescadores, compartiendo historias de aventuras en alta mar. El aroma del café y el sonido de las gaviotas creaban un ambiente único.",IA
Los derechos humanos son fundamentales para garantizar la dignidad de todas las personas. La lucha por la igualdad y la justicia continúa en todo el mundo.,IA
"En la biblioteca silenciosa, los libros antiguos parecían susurrar historias olvidadas. El aroma a tinta y papel envolvía a los lectores, transportándolos a mundos lejanos y tiempos pasados.",IA
El relato de viaje exploraba un viaje por carretera a través de paisajes impresionantes y ciudades pintorescas. El autor compartía anécdotas y recomendaciones para futuros aventureros.,IA
"Según el informe de Xinhua en diciembre del 2008, en el terremoto del 12 de mayo, entre los 159 condados, 14,000 colegios quedaron destruidos y 91% de ellos son colegios públicos.",Humano
"En el tratado de literatura, los autores eran como alquimistas de palabras, transformando letras en mundos de imaginación y personajes inmortales.",IA
anterior. El historiador exploraba los documentos y testimonios de la época para reconstruir el pasado.,IA
"El lingüista, en su investigación lingüística, analizó la estructura de un idioma ancestral. Cada análisis era una contribución al campo de la lingüística.",IA
"El bloguero de viajes, en su plataforma en línea, compartió una guía detallada sobre explorar una ciudad extranjera. Cada recomendación era una invitación a la aventura.",IA
Convertir el Internet en una intranet para la gente de Maldivas parece ser lo que el Ministerio de Asuntos Islámicos está tratando de hacer.,Humano
"En el análisis de datos, las cifras eran como notas en una partitura matemática, donde los gráficos y las estadísticas eran la partitura de la información.",IA
"Bajo el cielo estrellado, la ciudad dormía en la noche silente, mientras las luces titilaban como luciérnagas lejanas.",IA
"En el puerto pesquero, los marineros regresaron con una captura abundante. Cada pez era una historia de lucha en las profundidades del océano.",IA
"En la sala de reuniones, el CEO de la empresa describió la visión y misión de la compañía. Cada palabra era una declaración de los objetivos corporativos.",IA
"Once días después de la desaparición de Jean, Iwacu criticó a la policía por su “silencio ensordecedor” y por la aparente falta de investigación.",Humano
"La tormenta se desató con furia en la ciudad, pero los amantes se abrazaron bajo el paraguas. Cada gota de lluvia era un testigo de su amor inquebrantable.",IA
La Revolución Industrial trajo consigo avances en la tecnología y cambios en la vida cotidiana en el siglo XIX.,IA
La Revolución Francesa en el siglo XVIII condujo a cambios radicales en la política y la sociedad. Este período de agitación política y social tuvo un impacto duradero en la historia europea.,IA
"El poema lírico expresaba emociones y sentimientos personales. El autor reflexionaba sobre el amor, la pérdida y la esperanza en versos conmovedores.",IA
